,T1,T2,Season,1Seed-2Seed,ScoreAvgDiff,NumotAvgDiff,FgmAvgDiff,FgaAvgDiff,Fgm3AvgDiff,Fga3AvgDiff,FtmAvgDiff,FtaAvgDiff,OrAvgDiff,DrAvgDiff,AstAvgDiff,ToAvgDiff,StlAvgDiff,BlkAvgDiff,PfAvgDiff,ScorediffAvgDiff,WinAvgDiff,T1 WL
977,Bucknell,Gonzaga,2011,3,-5.11742424,-0.03219697,-1.76799242,-0.86458333,1.253787879,1.30965909,-2.83522727,-4.39772727,-3.317234848,0.09469697,-0.17897727,-2.16761364,-2.586174242,-0.443181818,-0.44507576,-3.354166667,0.038825758,0
978,N Colorado,Gonzaga,2011,4,-4.84051724,-0.0625,-3.86099138,-2.77262931,2.340517241,4.97737069,0.54094828,0.32327586,0.32435345,-2.08189655,-3.3200431,0.95150862,-1.550646552,-1.728448276,0.76077586,-6.308189655,-0.063577586,0
979,Hampton,Gonzaga,2011,5,-8.97177419,0.066532258,-3.73084677,0.40423387,0.794354839,4.18649194,-2.30443548,0.45564516,-0.37197581,-1.39112903,-3.09979839,-1.40221774,-0.021169355,2.084677419,-0.20362903,-5.655241935,0.023185484,0
980,Pittsburgh,Gonzaga,2011,-10,-1.8125,-0.03125,-0.25,-0.5,0.25,-0.71875,-1.5625,0.6875,2.75,-0.21875,2.46875,-1.875,-2.53125,-0.1875,-0.6875,2.40625,0.125,1
981,Florida,Gonzaga,2011,-9,-4.32954545,0.089015152,-0.40435606,0.65056818,0.587121212,1.67329545,-4.10795455,-2.94318182,1.62215909,-1.45075758,-1.17897727,-1.10700758,-1.464962121,-0.079545455,-4.26325758,-2.202651515,0.069128788,1
982,BYU,Gonzaga,2011,-8,5.39772727,-0.001893939,1.20170455,5.55965909,2.556818182,6.88541667,0.4375,0.69318182,-0.01420455,1.125,-0.63352273,-2.53125,0.62594697,0.556818182,-1.08143939,2.73674242,0.160037879,1
983,Wisconsin,Gonzaga,2011,-7,-7.68145161,0.002016129,-2.47278226,-1.91834677,2.439516129,5.92842742,-5.17540323,-8.09274194,-0.9203629,-4.35887097,-1.74495968,-6.144153226,-3.892137097,-0.463709677,-3.62298387,-0.816532258,0.023185484,1
984,Kansas St,Gonzaga,2011,-6,-3.16532258,-0.0625,-1.47278226,1.63004032,1.439516129,3.08971774,-1.65927419,1.29435484,3.17641129,-2.74596774,-0.77721774,1.43649194,-1.117943548,1.02016129,1.7641129,-4.106854839,-0.041330645,1
985,St John's,Gonzaga,2011,-5,-5.8125,-0.03125,-1.96875,-1.9375,-1.375,-2.90625,-0.5,0.875,-0.5625,-4.03125,-2.15625,-1.09375,0.65625,-0.8125,0.1875,-7.03125,-0.0625,0
986,UCLA,Gonzaga,2011,-4,-5.90625,0.03125,-1.8125,-1.78125,-0.4375,0.03125,-1.84375,-0.125,0.34375,-0.46875,-0.28125,1.3125,-1.90625,2.15625,-1.1875,-6.5,-0.03125,0
987,Butler,Gonzaga,2011,-3,-3.39112903,0.034274194,-1.63407258,0.27520161,1.826612903,4.79939516,-1.94959677,-1.6733871,-0.59778226,-1.81048387,-2.48689516,-2.24092742,-1.408266129,-2.108870968,0.47379032,-3.203629032,-0.009072581,1
988,Old Dominion,Gonzaga,2011,-2,-10.02651515,-0.0625,-2.49526515,-1.50094697,-0.746212121,-0.93276515,-4.28977273,-3.125,4.01609848,-1.1780303,-0.45170455,-1.13731061,-0.525568182,0.738636364,-3.96022727,-3.142045455,0.099431818,1
989,Michigan St,Gonzaga,2011,-1,-7.75,0.03125,-2.53125,-0.09375,0.6875,2.375,-3.375,-2.78125,0.46875,-0.625,-0.03125,-0.21875,-1.03125,1.34375,0.15625,-8.53125,-0.15625,0
990,Ohio St,Utah St,2011,-11,5.80698529,-0.033088235,3.06617647,3.30698529,1.538602941,1.56985294,-1.86397059,-1.65808824,0.61213235,-3.33088235,1.14889706,-1.63602941,2.332720588,0.073529412,-2.98529412,3.98345588,0.034926471,1
991,North Carolina,Utah St,2011,-10,5.38541667,-0.03219697,3.53409091,9.80965909,-0.601325758,-0.58522727,-1.08143939,0.85795455,3.58806818,1.70833333,0.86458333,1.70265152,1.277462121,2.083333333,-1.00757576,-4.372159091,-0.118371212,1
992,Syracuse,Utah St,2011,-9,2.32481061,-0.001893939,2.50378788,5.05208333,0.519886364,1.77840909,-3.20265152,-2.23295455,2.01231061,-1.38257576,1.8342803,0.30871212,3.913825758,3.568181818,-1.88636364,-3.00852273,-0.118371212,1
993,Kentucky,Utah St,2011,-8,5.14299242,-0.03219697,2.41287879,5.90056818,1.519886364,2.23295455,-1.20265152,-1.11174242,1.49715909,-0.625,-1.7717803,-1.14583333,0.641098485,3.022727273,-1.15909091,-0.70549242,-0.148674242,1
994,West Virginia,Utah St,2011,-7,-1.7328629,-0.0625,-0.69758065,3.13810484,0.414314516,2.36491935,-0.75201613,-0.10685484,3.79334677,-3.59274194,0.59576613,0.28427419,-0.230846774,1.040322581,0.62096774,-7.829637097,-0.26108871,1
995,Xavier,Utah St,2011,-6,1.33165323,0.066532258,0.23790323,0.91229839,-0.327620968,0.2358871,1.18346774,1.21572581,-0.36794355,-1.36693548,-1.14616935,0.15524194,0.672379032,-0.153225806,-0.08870968,-5.216733871,-0.132056452,1
996,Washington,Utah St,2011,-5,12.23390152,-0.001893939,5.98863636,12.20359848,2.974431818,7.44507576,-2.71780303,-1.74810606,3.43655303,-1.3219697,2.68276515,0.55113636,1.883522727,2.083333333,3.02272727,-0.16003788,-0.209280303,1
997,George Mason,Utah St,2011,-4,2.0625,0.03125,1.53125,2.375,0.875,0.625,-1.875,-1.21875,0,-2.125,-0.15625,-0.875,1.90625,0.0625,-0.09375,-1.46875,-0.09375,1
998,Villanova,Utah St,2011,-3,1.4375,-0.03125,-0.09375,2.9375,0.5,1.875,1.125,0.8125,1.65625,-1.75,-0.71875,0.15625,1.5,0.5,0.21875,-6.125,-0.25,1
999,Georgia,Utah St,2011,-2,-2.46875,0.125,0.625,3.09375,-1.125,-2.4375,-2.59375,-2.4375,1.78125,-1.28125,0.71875,1.59375,1.65625,1.78125,-0.75,-8.75,-0.25,0
1000,Marquette,Utah St,2011,-1,4.80698529,-0.033088235,2.24264706,4.63051471,-0.579044118,-1.37132353,0.90073529,2.75367647,1.81801471,-2.83088235,1.35477941,0.15808824,2.332720588,0.367647059,-0.36764706,-6.251838235,-0.318014706,0
1001,Clemson,Utah St,2011,0,-3.03125,0,-0.65625,1.4375,0.65625,2.3125,-2.375,-2.03125,0.875,-3.1875,-1.5625,1.53125,3.1875,1.625,1.125,-5.96875,-0.25,0
1002,UAB,Utah St,2011,0,-2.38125,0.1375,0.225,3.61875,1.722916667,6.15416667,-4.55416667,-5.82083333,0.90625,-2.125,-0.80208333,0.45416667,0.489583333,-0.116666667,-0.45,-6.714583333,-0.172916667,0
1003,Princeton,Utah St,2011,1,-1.78125,0.104166667,0.05833333,0.51875,0.289583333,0.12083333,-2.1875,-2.92083333,-0.827083333,-1.89166667,-1.20208333,0.4875,0.989583333,0.916666667,0.35,-7.714583333,-0.10625,0
1004,Indiana St,Utah St,2011,2,-5.4375,0.0625,-2.03125,0.375,0.90625,2.71875,-2.28125,-2.46875,-0.0625,-2.21875,-2.09375,2.25,1.15625,1.03125,3.0625,-12.21875,-0.3125,0
1005,Long Island,Utah St,2011,3,11.3125,0,3.65625,7.84375,1.0625,2.5625,2.9375,7.75,3.875,0.75,0.65625,3.53125,2.5,0.1875,0,-4.5625,-0.0625,0
1006,Alabama St,Utah St,2011,4,-9.71875,0,-3.46875,0.28125,-1.03125,0.15625,-1.75,1.84375,2.71875,-4.34375,-2.84375,3.90625,2.46875,1.3125,5.0625,-16.15625,-0.4375,0
1007,UT San Antonio,Utah St,2011,4,-0.79849138,-0.0625,-0.89224138,2.44288793,1.294181034,3.34267241,-0.30818966,0.07112069,-0.24892241,-2.55603448,-1.8825431,1.67025862,1.949353448,-0.870689655,2.50862069,-13.52262931,-0.354525862,0
1008,Duke,Utah St,2011,-11,9.77757353,-0.0625,3.74264706,7.68933824,2.15625,5.01102941,0.13602941,-0.24632353,1.70036765,-0.65441176,-0.05698529,0.42279412,2.626838235,1.161764706,0.63235294,3.51286765,-0.023897059,1
1009,San Diego St,Utah St,2011,-10,-0.25,-0.0625,1.71875,4.71875,-0.0625,0.90625,-3.625,-4.03125,2,-1.9375,-1.25,-0.78125,1.34375,1.46875,-2.0625,-1.15625,0.03125,1
1010,Connecticut,Utah St,2011,-9,2.11875,0.108928571,1.625,7.77589286,-0.015178571,1.25892857,-1.11607143,-2.05892857,3.83482143,-1.48214286,-1.35446429,-0.06964286,1.784821429,2.378571429,-1.22142857,-6.252678571,-0.163392857,1
1011,Texas,Utah St,2011,-8,3.63051471,-0.003676471,2.09558824,6.04227941,-0.137867647,-1.16544118,-0.42279412,2.51838235,3.20036765,0.08088235,-0.99816176,0.01102941,0.979779412,1.661764706,-0.04411765,0.24816176,-0.112132353,1
1012,Arizona,Utah St,2011,-7,5.24816176,0.055147059,1.03676471,1.71875,2.097426471,3.56985294,1.07720588,1.10661765,-0.18198529,-2.44852941,-0.38051471,1.04044118,0.185661765,-0.602941176,1.36764706,-4.222426471,-0.112132353,1
1013,Cincinnati,Utah St,2011,-6,-2.31155303,-0.03219697,-0.22348485,3.17329545,0.580492424,2.65719697,-2.44507576,-1.29356061,2.49715909,-4.07954545,-0.19602273,-0.23674242,2.732007576,0.537878788,0.0530303,-3.523674242,-0.148674242,1
1014,Temple,Utah St,2011,-5,-0.34375,-0.03125,1.21875,4.84375,0.25,0.90625,-3.03125,-3,0.4375,-1.5625,0.78125,-1.03125,2.09375,1.4375,-1.3125,-4.5,-0.125,1
1015,Michigan,Utah St,2011,-4,-5.78125,0,-0.875,0.84375,2.28125,6.625,-6.3125,-7.875,-2.53125,-3.09375,-1.0625,-1.65625,-0.15625,-1.1875,-0.46875,-10.40625,-0.3125,0
1016,Tennessee,Utah St,2011,-3,-0.64488636,-0.001893939,0.53409091,5.23390152,-0.631628788,0.80871212,-1.08143939,0.16098485,3.28503788,-2.53409091,-1.34753788,1.39962121,2.610795455,0.416666667,2.41666667,-9.947916667,-0.330492424,0
1017,Penn St,Utah St,2011,-2,-8.25094697,-0.0625,-1.92045455,-0.94791667,0.459280303,2.44507576,-4.86931818,-6.3844697,-0.62405303,-5.01893939,-2.31723485,-1.26704545,-0.389204545,-0.765151515,-1.58333333,-12.67518939,-0.330492424,0
1018,Missouri,Utah St,2011,-1,9.5625,0.03125,4.5,10.375,1.25,3.1875,-0.6875,-0.9375,1.5625,-4.25,1.75,0.71875,4.875,1.71875,3.34375,-4.28125,-0.21875,1
1019,Memphis,Utah St,2011,0,0.74816176,0.025735294,1.06617647,4.21875,0.15625,2.04044118,-1.54044118,-0.39338235,1.49448529,-3.03676471,0.11948529,3.48161765,3.685661765,2.102941176,2.98529412,-9.340073529,-0.170955882,0
1020,Oakland,Utah St,2011,1,13.80965909,-0.03219697,5.50378788,8.11268939,2.15625,4.89962121,0.64583333,1.46401515,1.86079545,-0.3219697,1.62215909,1.85416667,1.307765152,2.204545455,1.35606061,-4.735795455,-0.178977273,0
1021,Bucknell,Utah St,2011,2,-0.52367424,-0.03219697,0.20075758,2.38541667,1.035037879,0.77840909,-1.96022727,-3.96022727,-2.442234848,-0.65530303,0.25852273,-0.44886364,-0.086174242,-0.068181818,0.99242424,-5.947916667,-0.148674242,0
1022,N Colorado,Utah St,2011,3,-0.24676724,-0.0625,-1.89224138,0.47737069,2.121767241,4.44612069,1.41594828,0.76077586,1.19935345,-2.83189655,-2.8825431,2.67025862,0.949353448,-1.353448276,2.19827586,-8.901939655,-0.251077586,0
1023,Hampton,Utah St,2011,4,-4.37802419,0.066532258,-1.76209677,3.65423387,0.575604839,3.65524194,-1.42943548,0.89314516,0.50302419,-2.14112903,-2.66229839,0.31653226,2.478830645,2.459677419,1.23387097,-8.248991935,-0.164314516,0
1024,Pittsburgh,Utah St,2011,-11,2.78125,-0.03125,1.71875,2.75,0.03125,-1.25,-0.6875,1.125,3.625,-0.96875,2.90625,-0.15625,-0.03125,0.1875,0.75,-0.1875,-0.0625,1
1025,Florida,Utah St,2011,-10,0.26420455,0.089015152,1.56439394,3.90056818,0.368371212,1.14204545,-3.23295455,-2.50568182,2.49715909,-2.20075758,-0.74147727,0.61174242,1.035037879,0.295454545,-2.82575758,-4.796401515,-0.118371212,1
1026,BYU,Utah St,2011,-9,9.99147727,-0.001893939,3.17045455,8.80965909,2.338068182,6.35416667,1.3125,1.13068182,0.86079545,0.375,-0.19602273,-0.8125,3.12594697,0.931818182,0.35606061,0.14299242,-0.027462121,1
1027,Wisconsin,Utah St,2011,-8,-3.08770161,0.002016129,-0.50403226,1.33165323,2.220766129,5.39717742,-4.30040323,-7.65524194,-0.0453629,-5.10887097,-1.30745968,-4.425403226,-1.392137097,-0.088709677,-2.18548387,-3.410282258,-0.164314516,1
1028,Kansas St,Utah St,2011,-7,1.42842742,-0.0625,0.49596774,4.88004032,1.220766129,2.55846774,-0.78427419,1.73185484,4.05141129,-3.49596774,-0.33971774,3.15524194,1.382056452,1.39516129,3.2016129,-6.700604839,-0.228830645,1
1029,St John's,Utah St,2011,-6,-1.21875,-0.03125,0,1.3125,-1.59375,-3.4375,0.375,1.3125,0.3125,-4.78125,-1.71875,0.625,3.15625,-0.4375,1.625,-9.625,-0.25,0
1030,UCLA,Utah St,2011,-5,-1.3125,0.03125,0.15625,1.46875,-0.65625,-0.5,-0.96875,0.3125,1.21875,-1.21875,0.15625,3.03125,0.59375,2.53125,0.25,-9.09375,-0.21875,0
1031,Butler,Utah St,2011,-4,1.20262097,0.034274194,0.33467742,3.52520161,1.607862903,4.26814516,-1.07459677,-1.2358871,0.27721774,-2.56048387,-2.04939516,-0.52217742,1.091733871,-1.733870968,1.91129032,-5.797379032,-0.196572581,1
1032,Old Dominion,Utah St,2011,-3,-5.43276515,-0.0625,-0.52651515,1.74905303,-0.964962121,-1.46401515,-3.41477273,-2.6875,4.89109848,-1.9280303,-0.01420455,0.58143939,1.974431818,1.113636364,-2.52272727,-5.735795455,-0.088068182,1
1033,Michigan St,Utah St,2011,-2,-3.15625,0.03125,-0.5625,3.15625,0.46875,1.84375,-2.5,-2.34375,1.34375,-1.375,0.40625,1.5,1.46875,1.71875,1.59375,-11.125,-0.34375,0
1034,Gonzaga,Utah St,2011,-1,4.59375,0,1.96875,3.25,-0.21875,-0.53125,0.875,0.4375,0.875,-0.75,0.4375,1.71875,2.5,0.375,1.4375,-2.59375,-0.1875,1
1035,Ohio St,Belmont,2011,-12,-3.26470589,-0.029411764,0.20588235,-3.11764706,-2.05882353,-6.88235294,-1.61764706,-1.29411765,-1.88235294,0.02941177,-0.76470588,-3.76470588,-2.55882353,-0.147058823,-6.55882353,-1.14705883,0.05882353,1
1036,North Carolina,Belmont,2011,-11,-3.68627451,-0.028520499,0.67379679,3.38502674,-4.198752229,-9.03743315,-0.83511586,1.22192514,1.09358289,5.06862745,-1.04901961,-0.42602495,-3.614081997,1.862745098,-4.58110517,-9.502673801,-0.094474153,0
1037,Syracuse,Belmont,2011,-10,-6.74688057,0.001782532,-0.35650624,-1.37254902,-3.077540107,-6.67379679,-2.95632799,-1.86898396,-0.48217468,1.97771836,-0.07932264,-1.81996435,-0.97771836,3.347593583,-5.45989305,-8.13903744,-0.094474153,0
1038,Kentucky,Belmont,2011,-9,-3.92869876,-0.028520499,-0.44741533,-0.52406417,-2.077540107,-6.21925133,-0.95632799,-0.74777183,-0.9973262,2.73529412,-3.68538324,-3.2745098,-4.250445633,2.802139038,-4.73262032,-5.83600713,-0.124777183,1
1039,West Virginia,Belmont,2011,-8,-10.80455408,-0.058823529,-3.55787477,-3.28652751,-3.183111955,-6.08728653,-0.5056926,0.25711575,1.29886148,-0.23244782,-1.31783681,-1.84440228,-5.122390892,0.819734346,-2.95256167,-12.96015181,-0.237191651,0
1040,Xavier,Belmont,2011,-7,-7.74003795,0.070208729,-2.62239089,-5.51233396,-3.925047439,-8.21631878,1.42979127,1.5796964,-2.86242884,1.99335864,-3.05977229,-1.97343453,-4.219165086,-0.373814041,-3.66223909,-10.34724858,-0.108159393,0
1041,Washington,Belmont,2011,-6,3.16221034,0.001782532,3.12834224,5.77896613,-0.622994653,-1.00713012,-2.4714795,-1.38413547,0.94206774,2.03832442,0.76916221,-1.57754011,-3.008021391,1.862745098,-0.55080214,-5.29055259,-0.185383244,1
1042,George Mason,Belmont,2011,-5,-7.00919118,0.034926471,-1.32904412,-4.04963235,-2.722426471,-7.82720588,-1.62867647,-0.85477941,-2.49448529,1.23529412,-2.06985294,-3.00367647,-2.985294118,-0.158088235,-3.66727941,-6.59926471,-0.069852941,0
1043,Villanova,Belmont,2011,-4,-7.63419118,-0.027573529,-2.95404412,-3.48713235,-3.097426471,-6.57720588,1.37132353,1.17647059,-0.83823529,1.61029412,-2.63235294,-1.97242647,-3.391544118,0.279411765,-3.35477941,-11.25551471,-0.226102941,0
1044,Georgia,Belmont,2011,-3,-11.54044118,0.128676471,-2.23529412,-3.33088235,-4.722426471,-10.88970588,-2.34742647,-2.07352941,-0.71323529,2.07904412,-1.19485294,-0.53492647,-3.235294118,1.560661765,-4.32352941,-13.88051471,-0.226102941,0
1045,Marquette,Belmont,2011,-2,-4.26470589,-0.029411764,-0.61764706,-1.79411764,-4.176470589,-9.82352941,1.14705882,3.11764706,-0.67647058,0.52941177,-0.55882353,-1.97058823,-2.55882353,0.147058824,-3.94117647,-11.38235295,-0.294117647,0
1046,Clemson,Belmont,2011,-1,-12.10294118,0.003676471,-3.51654412,-4.98713235,-2.941176471,-6.13970588,-2.12867647,-1.66727941,-1.61948529,0.17279412,-3.47610294,-0.59742647,-1.704044118,1.404411765,-2.44852941,-11.09926471,-0.226102941,0
1047,UAB,Belmont,2011,-1,-11.45294118,0.141176471,-2.63529412,-2.80588235,-1.874509804,-2.29803921,-4.30784314,-5.45686274,-1.58823529,1.23529412,-2.71568627,-1.6745098,-4.401960785,-0.337254902,-4.02352941,-11.84509804,-0.149019608,0
1048,Princeton,Belmont,2011,0,-10.85294118,0.107843138,-2.80196079,-5.90588235,-3.307843138,-8.33137255,-1.94117647,-2.55686274,-3.321568623,1.46862745,-3.11568627,-1.64117647,-3.901960785,0.696078432,-3.22352941,-12.84509804,-0.082352941,0
1049,Indiana St,Belmont,2011,1,-14.50919118,0.066176471,-4.89154412,-6.04963235,-2.691176471,-5.73345588,-2.03492647,-2.10477941,-2.55698529,1.14154412,-4.00735294,0.12132353,-3.735294118,0.810661765,-0.51102941,-17.34926471,-0.288602941,0
1050,Long Island,Belmont,2011,2,2.24080882,0.003676471,0.79595588,1.41911765,-2.534926471,-5.88970588,3.18382353,8.11397059,1.38051471,4.11029412,-1.25735294,1.40257353,-2.391544118,-0.033088235,-3.57352941,-9.69301471,-0.038602941,0
1051,Alabama St,Belmont,2011,3,-18.79044118,0.003676471,-6.32904412,-6.14338235,-4.628676471,-8.29595588,-1.50367647,2.20772059,0.22426471,-0.98345588,-4.75735294,1.77757353,-2.422794118,1.091911765,1.48897059,-21.28676471,-0.413602941,0
1052,UT San Antonio,Belmont,2011,3,-9.87018256,-0.058823529,-3.7525355,-3.98174442,-2.303245437,-5.10953347,-0.06186613,0.43509128,-2.7434077,0.80425964,-3.79614604,-0.45841785,-2.94219067,-1.09127789,-1.06490872,-18.65314402,-0.330628803,0
1053,Duke,Belmont,2011,-12,0.70588235,-0.058823529,0.88235294,1.26470589,-1.441176471,-3.44117647,0.38235294,0.11764706,-0.79411764,2.70588236,-1.97058823,-1.70588235,-2.264705883,0.941176471,-2.94117647,-1.61764706,0,1
1054,San Diego St,Belmont,2011,-11,-9.32169118,-0.058823529,-1.14154412,-1.70588235,-3.659926471,-7.54595588,-3.37867647,-3.66727941,-0.49448529,1.42279412,-3.16360294,-2.90992647,-3.547794118,1.248161765,-5.63602941,-6.28676471,0.055147059,1
1055,Connecticut,Belmont,2011,-10,-6.95294118,0.112605042,-1.23529412,1.35126051,-3.612605042,-7.19327731,-0.8697479,-1.69495798,1.34033614,1.87815126,-3.26806723,-2.19831933,-3.106722689,2.157983194,-4.79495798,-11.38319328,-0.139495798,0
1056,Texas,Belmont,2011,-9,-5.44117647,0,-0.76470588,-0.38235294,-3.735294118,-9.61764706,-0.17647059,2.88235294,0.70588236,3.44117647,-2.9117647,-2.11764706,-3.911764706,1.441176471,-3.61764706,-4.88235295,-0.088235294,1
1057,Arizona,Belmont,2011,-8,-3.82352942,0.05882353,-1.82352941,-4.70588235,-1.5,-4.88235294,1.32352941,1.47058824,-2.67647058,0.91176471,-2.29411765,-1.08823529,-4.705882353,-0.823529411,-2.20588235,-9.352941181,-0.088235294,0
1058,Cincinnati,Belmont,2011,-7,-11.38324421,-0.028520499,-3.08377897,-3.2513369,-3.016934047,-5.79500891,-2.19875223,-0.92959002,0.0026738,-0.71925133,-2.10962567,-2.36541889,-2.159536542,0.317290553,-3.52049911,-8.654188952,-0.124777183,0
1059,Temple,Belmont,2011,-6,-9.41544118,-0.027573529,-1.64154412,-1.58088235,-3.347426471,-7.54595588,-2.78492647,-2.63602941,-2.05698529,1.79779412,-1.13235294,-3.15992647,-2.797794118,1.216911765,-4.88602941,-9.63051471,-0.101102941,0
1060,Michigan,Belmont,2011,-5,-14.85294118,0.003676471,-3.73529412,-5.58088235,-1.316176471,-1.82720588,-6.06617647,-7.51102941,-5.02573529,0.26654412,-2.97610294,-3.78492647,-5.047794118,-1.408088235,-4.04227941,-15.53676471,-0.288602941,0
1061,Tennessee,Belmont,2011,-4,-9.71657754,0.001782532,-2.32620321,-1.19073083,-4.229055259,-7.64349376,-0.83511586,0.52495544,0.79055259,0.82620321,-3.26114082,-0.72905526,-2.280748663,0.196078432,-1.15686274,-15.07843138,-0.306595365,0
1062,Penn St,Belmont,2011,-3,-17.32263815,-0.058823529,-4.78074867,-7.37254902,-3.138146168,-6.00713012,-4.62299465,-6.02049911,-3.11853832,-1.65864527,-4.23083779,-3.39572192,-5.280748663,-0.98573975,-5.15686274,-17.8057041,-0.306595365,0
1063,Missouri,Belmont,2011,-2,0.49080882,0.034926471,1.63970588,3.95036765,-2.347426471,-5.26470588,-0.44117647,-0.57352941,-0.93198529,-0.88970588,-0.16360294,-1.40992647,-0.016544118,1.498161765,-0.22977941,-9.41176471,-0.194852941,0
1064,Memphis,Belmont,2011,-1,-8.32352942,0.029411765,-1.79411765,-2.20588235,-3.441176471,-6.4117647,-1.29411765,-0.02941176,-1,0.32352941,-1.79411765,1.35294118,-1.205882353,1.882352941,-0.58823529,-14.47058824,-0.147058823,0
1065,Oakland,Belmont,2011,0,4.73796791,-0.028520499,2.64349376,1.68805704,-1.441176471,-3.55258467,0.89215686,1.82798574,-0.63368984,3.03832442,-0.29144385,-0.2745098,-3.583778966,1.98395722,-2.2174688,-9.866310165,-0.155080214,0
1066,Bucknell,Belmont,2011,1,-9.59536542,-0.028520499,-2.65953654,-4.03921568,-2.562388592,-7.67379679,-1.71390374,-3.59625668,-4.936720138,2.70499109,-1.65508021,-2.57754011,-4.97771836,-0.288770053,-2.58110517,-11.07843138,-0.124777183,0
1067,N Colorado,Belmont,2011,2,-9.31845842,-0.058823529,-4.7525355,-5.94726166,-1.47565923,-4.00608519,1.66227181,1.12474645,-1.29513184,0.52839757,-4.79614604,0.54158215,-3.94219067,-1.574036511,-1.37525355,-14.03245437,-0.227180527,0
1068,Hampton,Belmont,2011,3,-13.44971537,0.070208729,-4.62239089,-2.77039848,-3.021821632,-4.79696394,-1.18311195,1.25711575,-1.9914611,1.21916509,-4.57590133,-1.81214421,-2.412713473,2.239089184,-2.33965844,-13.37950665,-0.140417457,0
1069,Pittsburgh,Belmont,2011,-12,-6.29044118,-0.027573529,-1.14154412,-3.67463235,-3.566176471,-9.70220588,-0.44117647,1.48897059,1.13051471,2.39154412,0.99264706,-2.28492647,-4.922794118,-0.033088235,-2.82352941,-5.31801471,-0.038602941,1
1070,Florida,Belmont,2011,-11,-8.80748663,0.092691623,-1.29590018,-2.52406417,-3.229055259,-7.31016043,-2.98663102,-2.14171123,0.0026738,1.15953654,-2.65508021,-1.51693405,-3.856506239,0.07486631,-6.39928699,-9.926916225,-0.094474153,1
1071,BYU,Belmont,2011,-10,0.91978609,0.001782532,0.31016043,2.38502674,-1.259358289,-2.09803921,1.55882353,1.49465241,-1.63368984,3.73529412,-2.10962567,-2.94117647,-1.765597148,0.711229947,-3.2174688,-4.98752229,-0.003565062,1
1072,Wisconsin,Belmont,2011,-9,-12.15939279,0.0056926,-3.36432638,-5.09297912,-1.376660342,-3.05502846,-4.0540797,-7.29127135,-2.53984819,-1.74857685,-3.22106262,-6.554079696,-6.283681215,-0.309297912,-5.75901328,-8.540796968,-0.140417457,1
1073,Kansas St,Belmont,2011,-8,-7.64326376,-0.058823529,-2.36432638,-1.54459203,-2.376660342,-5.89373814,-0.53795066,2.09582543,1.556926,-0.13567362,-2.25332068,1.02656547,-3.509487666,1.174573055,-0.37191651,-11.83111955,-0.204933586,0
1074,St John's,Belmont,2011,-7,-10.29044118,-0.027573529,-2.86029412,-5.11213235,-5.191176471,-11.88970588,0.62132353,1.67647059,-2.18198529,-1.42095588,-3.63235294,-1.50367647,-1.735294118,-0.658088235,-1.94852941,-14.75551471,-0.226102941,0
